,preqin,score,unpri match,Firm Name,preqin_clean
3128,archimed,0.7142857142857143,,ArchiMed,archimed
3129,brutten global,0.6206896551724138,,Brutten Global,brutten global
3130,brutten global,0.6206896551724138,,Brutten Global,brutten global
3131,triada capital,0.8,,Triada Capital,triada capital
3132,whitehelm capital,0.8095238095238095,,Whitehelm Capital,whitehelm capital
3133,atlante gestion,0.75,,Atlante Gestion,atlante gestion
3134,great lakes advisors,1.0,great lakes advisors,Great Lakes Advisors,great lakes advisors
3135,leith wheeler investment counsel,0.927536231884058,,Leith Wheeler Investment Counsel,leith wheeler investment counsel
3136,j8 capital management,0.8837209302325582,,J8 Capital Management,j8 capital management
3137,j8 capital management,0.8837209302325582,,J8 Capital Management,j8 capital management
3138,apis partners,0.88,,Apis Partners,apis partners
3139,russell wood,0.5833333333333334,,Russell Wood,russell wood
3140,fondbolaget fondita ab,0.6153846153846154,,Fondbolaget Fondita Ab,fondbolaget fondita ab
3141,swire pacific,0.5714285714285714,,Swire Pacific,swire pacific
3142,hb capital,0.9,,HB Capital,hb capital
3143,mandarin capital,0.8571428571428571,,Mandarin Capital,mandarin capital
3144,greensoil investments,1.0,greensoil investments,Greensoil Investments,greensoil investments
3145,castik capital group,0.8095238095238095,,Castik Capital Group,castik capital group
3146,bl general partner,0.7804878048780488,,BL General Partner,bl general partner
3147,amati global investors,0.8571428571428571,,Amati Global Investors,amati global investors
3148,kzn growth fund,0.5517241379310345,,KZN Growth Fund,kzn growth fund
3149,turner impact capital,0.8936170212765957,,Turner Impact Capital,turner impact capital
3150,aquila capital,0.8571428571428571,,Aquila Capital,aquila capital
3151,ardevora asset management,0.9259259259259259,,Ardevora Asset Management,ardevora asset management
3152,neo-criterion capital,0.7222222222222222,,Neo-Criterion Capital,neo-criterion capital
3153,media development investment fund,0.6538461538461539,,Media Development Investment Fund,media development investment fund
3154,old peak,0.5714285714285714,,Old Peak,old peak
3155,cimb private banking,0.6842105263157895,,CIMB Private Banking,cimb private banking
3156,social and sustainable capital,0.7169811320754716,,Social and Sustainable Capital,social and sustainable capital
3157,aegon asset management,1.0,aegon asset management,Aegon Asset Management,aegon asset management
3158,bosvalen asset management,0.8695652173913043,,BosValen Asset Management,bosvalen asset management
3159,daiwa sb investments,1.0,daiwa sb investments,Daiwa SB Investments,daiwa sb investments
3160,axxcess wealth management,0.8461538461538461,,Axxcess Wealth Management,axxcess wealth management
3161,fim asset management,1.0,fim asset management,FIM Asset Management,fim asset management
3162,impax asset management,1.0,impax asset management,Impax Asset Management,impax asset management
3163,lannebo fonder,1.0,lannebo fonder,Lannebo Fonder,lannebo fonder
3164,baiterek national management holding,0.6956521739130435,,Baiterek National Management Holding,baiterek national management holding
3165,tembo capital,0.8,,Tembo Capital,tembo capital
3166,salesforce ventures,0.6666666666666666,,Salesforce Ventures,salesforce ventures
3167,salesforce ventures,0.6666666666666666,,Salesforce Ventures,salesforce ventures
3168,kzvk,0.5714285714285714,,KZVK,kzvk
3169,acatis investment gmbh,0.8095238095238095,,ACATIS Investment GmbH,acatis investment gmbh
3170,visio asset management,1.0,visio asset management,VISIO Asset Management,visio asset management
3171,ashburton investments,0.7692307692307693,,Ashburton Investments,ashburton investments
3172,do investment,0.8571428571428571,,Do Investment,do investment
3173,accunia,0.6153846153846154,,Accunia,accunia
3174,accunia,0.6153846153846154,,Accunia,accunia
3175,lombard odier investment managers,0.7666666666666667,,Lombard Odier Investment Managers,lombard odier investment managers
3176,lingohr & partner asset management,0.7719298245614035,,Lingohr & Partner Asset Management,lingohr & partner asset management
3177,eurizon capital,0.8823529411764706,,Eurizon Capital,eurizon capital
3178,banor capital,0.8333333333333334,,Banor Capital,banor capital
3179,meeschaert capital partners,0.8235294117647058,,Meeschaert Capital Partners,meeschaert capital partners
3180,meeschaert capital partners,0.8235294117647058,,Meeschaert Capital Partners,meeschaert capital partners
3181,elaïs capital,1.0,elaïs capital,Elaïs Capital,elaïs capital
3182,gp global,0.6666666666666666,,GP Global,gp global
3183,gp global,0.6666666666666666,,GP Global,gp global
3184,systematica investments,1.0,systematica investments,Systematica Investments,systematica investments
3185,first private investment management,0.8974358974358975,,First Private Investment Management,first private investment management
3186,acion partners,0.8461538461538461,,Acion Partners,acion partners
3187,ubs asset management (uk),0.8888888888888888,,UBS Asset Management (UK),ubs asset management (uk)
3188,kintbury capital,0.7586206896551724,,Kintbury Capital,kintbury capital
3189,cqs,0.6666666666666666,,CQS,cqs
3190,ubi pramerica,0.56,,UBI Pramerica,ubi pramerica
3191,"stamos capital partners, l.p.",0.8135593220338984,,"Stamos Capital Partners, L.P.","stamos capital partners, l.p."
3192,alandsbanken asset management,0.8524590163934426,,Alandsbanken Asset Management,alandsbanken asset management
3193,clearvest,0.7058823529411765,,ClearVest,clearvest
3194,alter equity,1.0,alter equity,Alter Equity,alter equity
3195,mgg investment group,0.7906976744186046,,MGG Investment Group,mgg investment group
3196,vandaalen & cie,0.5517241379310345,,Vandaalen & Cie,vandaalen & cie
3197,arp investments,0.8666666666666667,,ARP Investments,arp investments
3198,ausbil investment management,1.0,ausbil investment management,Ausbil Investment Management,ausbil investment management
3199,all weather capital,1.0,all weather capital,All Weather Capital,all weather capital
3200,lynx asset management,0.9333333333333333,lynx asset management ab,Lynx Asset Management,lynx asset management
3201,macrocapitales,1.0,macrocapitales,Macrocapitales,macrocapitales
3202,architas,0.6363636363636364,,Architas,architas
3203,goldenset capital,0.8125,,GoldenSet Capital,goldenset capital
3204,japan real estate institute,0.6363636363636364,,Japan Real Estate Institute,japan real estate institute
3205,pier capital,0.8181818181818182,,Pier Capital,pier capital
3206,pt asabri,0.625,,PT Asabri,pt asabri
3207,alternative capital partners,0.8461538461538461,,Alternative Capital Partners,alternative capital partners
3208,capital export,1.0,capital export,Capital Export,capital export
3209,anderson growth partners,0.7619047619047619,,Anderson Growth Partners,anderson growth partners
3210,about capital management,0.8979591836734694,,About Capital Management,about capital management
3211,sedco capital,1.0,sedco capital,SEDCO Capital,sedco capital
3212,kois invest,0.75,,KOIS Invest,kois invest
3213,granbio,0.6,,GranBio,granbio
3214,kjk capital,0.8571428571428571,,KJK Capital,kjk capital
3215,microvest capital management,0.9152542372881356,,MicroVest Capital Management,microvest capital management
3216,indép'am,0.5333333333333333,,Indép'AM,indép'am
3217,alma capital,0.8695652173913043,,Alma Capital,alma capital
3218,lankellychase foundation,0.9230769230769231,,LankellyChase Foundation,lankellychase foundation
3219,talaria asset management,1.0,talaria asset management,Talaria Asset Management,talaria asset management
3220,carthona capital,1.0,carthona capital,Carthona Capital,carthona capital
3221,delta alternative management,1.0,delta alternative management,Delta Alternative Management,delta alternative management
3222,gresham house,0.5217391304347826,,Gresham House,gresham house
3223,futuregrowth asset management,1.0,futuregrowth asset management,Futuregrowth Asset Management,futuregrowth asset management
3224,integral corp,0.7878787878787878,,Integral Corp,integral corp
3225,guardcap asset management,0.875,,GuardCap Asset Management,guardcap asset management
3226,payden & rygel,1.0,payden & rygel,Payden & Rygel,payden & rygel
3227,mansartis,0.625,,Mansartis,mansartis
3228,clearbridge investments,1.0,clearbridge investments,Clearbridge Investments,clearbridge investments
3229,sk group,0.8235294117647058,,SK Group,sk group
3230,edge natural resources,0.5555555555555556,,Edge Natural Resources,edge natural resources
3231,edge natural resources,0.5555555555555556,,Edge Natural Resources,edge natural resources
3232,greentech capital advisors,0.7636363636363637,,Greentech Capital Advisors,greentech capital advisors
3233,bain capital ventures,0.7142857142857143,,Bain Capital Ventures,bain capital ventures
3234,entra asa,0.6086956521739131,,Entra ASA,entra asa
3235,primary wave,0.5333333333333333,,Primary Wave,primary wave
3236,alistithmar capital,1.0,alistithmar capital,Alistithmar Capital,alistithmar capital
3237,upaya social ventures,0.6857142857142857,,Upaya Social Ventures,upaya social ventures
3238,hudson sustainable investments,0.68,,Hudson Sustainable Investments,hudson sustainable investments
3239,roxbury asset management,1.0,roxbury asset management,Roxbury Asset Management,roxbury asset management
3240,mayfair equity partners,1.0,mayfair equity partners,Mayfair Equity Partners,mayfair equity partners
3241,insight investment management,0.8620689655172413,,Insight Investment Management,insight investment management
3242,lífeyrissjóður bankamanna,0.5416666666666666,,Lífeyrissjóður Bankamanna,lífeyrissjóður bankamanna
3243,cordatus real estate,0.6842105263157895,,Cordatus Real Estate,cordatus real estate
3244,adaxia capital partners,1.0,adaxia capital partners,Adaxia Capital Partners,adaxia capital partners
3245,genui partners,0.8,,Genui Partners,genui partners
3246,lionguard capital management,0.8846153846153846,,Lionguard Capital Management,lionguard capital management
3247,force over mass capital,0.7,,Force Over Mass Capital,force over mass capital
3248,green mesa capital,0.8,,Green Mesa Capital,green mesa capital
3249,green mesa capital,0.8,,Green Mesa Capital,green mesa capital
3250,mint asset management,1.0,mint asset management,Mint Asset Management,mint asset management
3251,bozano investimentos,0.85,,Bozano Investimentos,bozano investimentos
3252,uberis capital,0.8,,Uberis Capital,uberis capital
3253,niatross investments,0.8,,Niatross Investments,niatross investments
3254,bentham asset management,0.8636363636363636,,Bentham Asset Management,bentham asset management
3255,triovest realty advisors,0.6666666666666666,,Triovest Realty Advisors,triovest realty advisors
3256,triovest realty advisors,0.6666666666666666,,Triovest Realty Advisors,triovest realty advisors
3257,fonds de garantie,0.6,,Fonds de Garantie,fonds de garantie
3258,true partner advisor,0.65,,True Partner Advisor,true partner advisor
3259,lbbw asset management,0.8780487804878049,,LBBW Asset Management,lbbw asset management
3260,lbbw asset management,0.8780487804878049,,LBBW Asset Management,lbbw asset management
3261,lbbw asset management,0.8780487804878049,,LBBW Asset Management,lbbw asset management
3262,westwood management,0.75,,Westwood Management,westwood management
3263,orbis investment management,0.8928571428571429,,Orbis Investment Management,orbis investment management
3264,orbis investment management,0.8928571428571429,,Orbis Investment Management,orbis investment management
3265,orbis investment management,0.8928571428571429,,Orbis Investment Management,orbis investment management
3266,william blair wealth management,0.7636363636363637,,William Blair Wealth Management,william blair wealth management
3267,oxbow capital management,0.875,,Oxbow Capital Management,oxbow capital management
3268,cornerstone capital group,0.8636363636363636,,Cornerstone Capital Group,cornerstone capital group
3269,pensions infrastructure platform,0.9411764705882353,the pensions infrastructure platform,Pensions Infrastructure Platform,pensions infrastructure platform
3270,food and beverage private equity,0.72,,Food and Beverage Private Equity,food and beverage private equity
3271,brawn capital,0.8,,Brawn Capital,brawn capital
3272,pamiga finance,0.6923076923076923,,Pamiga Finance,pamiga finance
3273,continuity capital partners,0.8181818181818182,,Continuity Capital Partners,continuity capital partners
3274,highmore group,0.7096774193548387,,Highmore Group,highmore group
3275,carnelian energy capital,0.7619047619047619,,Carnelian Energy Capital,carnelian energy capital
3276,ares eif management,0.7619047619047619,,Ares EIF Management,ares eif management
3277,ares eif management,0.7619047619047619,,Ares EIF Management,ares eif management
3278,vietnam holdings asset management,0.75,,Vietnam Holdings Asset Management,vietnam holdings asset management
3279,athena capital advisors llc,0.8461538461538461,,Athena Capital Advisors LLC,athena capital advisors llc
3280,pegaso fondo pensione,0.7346938775510204,,Pegaso Fondo Pensione,pegaso fondo pensione
3281,laguna bay,1.0,laguna bay,Laguna Bay,laguna bay
3282,l1 capital,0.8181818181818182,,L1 Capital,l1 capital
3283,zoscales partners,0.7272727272727273,,Zoscales Partners,zoscales partners
3284,raise,1.0,raise,Raise,raise
3285,investors mutual limited,0.8888888888888888,,Investors Mutual Limited,investors mutual limited
3286,argon asset management,0.9545454545454546,aegon asset management,Argon Asset Management,argon asset management
3287,01 venture capital,0.75,,01 Venture Capital,01 venture capital
3288,earnest partners global funds,0.7111111111111111,,Earnest Partners Global Funds,earnest partners global funds
3289,pathfinder asset management limited,0.8709677419354839,,Pathfinder Asset Management Limited,pathfinder asset management limited
3290,bayou city energy,0.55,,Bayou City Energy,bayou city energy
3291,dodge & cox,1.0,dodge & cox,Dodge & Cox,dodge & cox
3292,just group plc,0.7692307692307693,,Just Group plc,just group plc
3293,copper rock capital partners,0.8363636363636363,,Copper Rock Capital Partners,copper rock capital partners
3294,zaaba capital,0.8148148148148148,,Zaaba Capital,zaaba capital
3295,circularity capital,0.9047619047619048,,Circularity Capital,circularity capital
3296,gjensidigestiftelsen,0.5365853658536586,,Gjensidigestiftelsen,gjensidigestiftelsen
3297,tamil nadu infrastructure fund management corporation,0.7032967032967034,,Tamil Nadu Infrastructure Fund Management Corporation,tamil nadu infrastructure fund management corporation
3298,edmond de rothschild asset management,0.84375,,Edmond de Rothschild Asset Management,edmond de rothschild asset management
3299,ping an bank,0.6363636363636364,,Ping An Bank,ping an bank
3300,afl-cio housing investment trust,0.6551724137931034,,AFL-CIO Housing Investment Trust,afl-cio housing investment trust
3301,pinjin asset management,0.8636363636363636,,Pinjin Asset Management,pinjin asset management
3302,orion energy partners,0.7659574468085106,,Orion Energy Partners,orion energy partners
3303,pekin singer strauss,0.6666666666666666,,Pekin Singer Strauss,pekin singer strauss
3304,jmh asset management,0.9230769230769231,,JMH Asset Management,jmh asset management
3305,pcj investment counsel,0.9166666666666666,,PCJ Investment Counsel,pcj investment counsel
3306,gateway partners,1.0,gateway partners,Gateway Partners,gateway partners
3307,ab max sievert,1.0,ab max sievert,AB Max Sievert,ab max sievert
3308,maif,1.0,maif,MAIF,maif
3309,pearl energy investments,0.7619047619047619,,Pearl Energy Investments,pearl energy investments
3310,dragon capital,0.8275862068965517,,Dragon Capital,dragon capital
3311,astarte capital partners,1.0,astarte capital partners,Astarte Capital Partners,astarte capital partners
3312,altaica capital,0.8275862068965517,,Altaica Capital,altaica capital
3313,altaica capital,0.8275862068965517,,Altaica Capital,altaica capital
3314,hansabay,0.6666666666666666,,Hansabay,hansabay
3315,hansabay,0.6666666666666666,,Hansabay,hansabay
3316,southern pastures,0.6666666666666666,,Southern Pastures,southern pastures
3317,montanaro asset management,0.8571428571428571,,Montanaro Asset Management,montanaro asset management
3318,adamantem capital,1.0,adamantem capital,Adamantem Capital,adamantem capital
3319,genesis energy,0.6666666666666666,,Genesis Energy,genesis energy
3320,trecento asset management,0.8461538461538461,,Trecento Asset Management,trecento asset management
3321,geroa pentsioak,0.6153846153846154,,Geroa Pentsioak,geroa pentsioak
3322,yissum research development company of the hebrew university of jerusalem ltd,0.5035971223021583,,Yissum Research Development Company of the Hebrew University of Jerusalem Ltd,yissum research development company of the hebrew university of jerusalem ltd
3323,juniper capital,0.7692307692307693,,Juniper Capital,juniper capital
3324,invimit,0.7777777777777778,,Invimit,invimit
3325,kinetic equity,0.6666666666666666,,Kinetic Equity,kinetic equity
3326,isomer capital,0.8148148148148148,,Isomer Capital,isomer capital
3327,isomer capital,0.8148148148148148,,Isomer Capital,isomer capital
3328,acuitas investments,0.8205128205128205,,Acuitas Investments,acuitas investments
3329,corston-smith asset management,1.0,corston-smith asset management,Corston-Smith Asset Management,corston-smith asset management
3330,nekko capital,1.0,nekko capital,Nekko Capital,nekko capital
3331,scor investment partners,0.9411764705882353,scor investment partners se,SCOR Investment Partners,scor investment partners
3332,paragon partners,1.0,paragon partners,Paragon Partners,paragon partners
3333,crossboundary,0.5217391304347826,,CrossBoundary,crossboundary
3334,proterra investment partners,1.0,proterra investment partners,Proterra Investment Partners,proterra investment partners
3335,first trust advisors,0.8888888888888888,,First Trust Advisors,first trust advisors
3336,ftlife insurance company,0.8846153846153846,,FTLife Insurance Company,ftlife insurance company
3337,diocese of long island,0.5217391304347826,,Diocese of Long Island,diocese of long island
3338,coima sgr,0.6666666666666666,,COIMA SGR,coima sgr
3339,coima sgr,0.6666666666666666,,COIMA SGR,coima sgr
3340,pro-invest group,0.6666666666666666,,Pro-Invest Group,pro-invest group
3341,brunswick real estate,0.717948717948718,,Brunswick Real Estate,brunswick real estate
3342,hotchkis & wiley,0.5172413793103449,,Hotchkis & Wiley,hotchkis & wiley
3343,tradeka-invest,0.72,,Tradeka-Invest,tradeka-invest
3344,soundlink partners,0.75,,Soundlink Partners,soundlink partners
3345,perial,1.0,perial,Perial,perial
3346,aalto university endowment,0.8518518518518519,,Aalto University Endowment,aalto university endowment
3347,aachener grundvermögen,0.5581395348837209,,Aachener Grundvermögen,aachener grundvermögen
3348,kimura capital,0.7857142857142857,,Kimura Capital,kimura capital
3349,kimura capital,0.7857142857142857,,Kimura Capital,kimura capital
3350,kimura capital,0.7857142857142857,,Kimura Capital,kimura capital
3351,mepc,0.6666666666666666,,MEPC,mepc
3352,jar capital,0.8571428571428571,,JAR Capital,jar capital
3353,dupont,0.5882352941176471,,DuPont,dupont
3354,local tapiola real estate asset management,0.9318181818181818,localtapiola real estate asset management ltd.,Local Tapiola Real Estate Asset Management,local tapiola real estate asset management
3355,agis capital,1.0,agis capital,AgIS Capital,agis capital
3356,mosaic real estate investors,0.6545454545454545,,Mosaic Real Estate Investors,mosaic real estate investors
3357,natixis assurances,1.0,natixis assurances,Natixis Assurances,natixis assurances
3358,cegereal,0.7142857142857143,,CeGeREAL,cegereal
3359,gilboa fund of funds,0.55,,Gilboa Fund of Funds,gilboa fund of funds
3360,teslin capital management,1.0,teslin capital management,Teslin Capital Management,teslin capital management
3361,kvartil ab,0.5714285714285714,,Kvartil AB,kvartil ab
3362,lsv asset management,1.0,lsv asset management,LSV Asset Management,lsv asset management
3363,glc asset management group,1.0,glc asset management group,GLC Asset Management Group,glc asset management group
3364,pico venture partners,0.8636363636363636,,PICO Venture Partners,pico venture partners
3365,dundas global investors,0.7906976744186046,,Dundas Global Investors,dundas global investors
3366,gurtin fixed income management,0.7076923076923077,,Gurtin Fixed Income Management,gurtin fixed income management
3367,gurtin fixed income management,0.7076923076923077,,Gurtin Fixed Income Management,gurtin fixed income management
3368,athena capital,0.8666666666666667,,Athena Capital,athena capital
3369,cantab asset management,0.9090909090909091,,Cantab Asset Management,cantab asset management
3370,perspecta trust,0.625,,Perspecta Trust,perspecta trust
3371,european capital partners,0.8936170212765957,,European Capital Partners,european capital partners
3372,power financial corporation,0.7307692307692307,,Power Financial Corporation,power financial corporation
3373,oasis group holdings,1.0,oasis group holdings,Oasis Group Holdings,oasis group holdings
3374,duxton asset management,0.8444444444444444,,Duxton Asset Management,duxton asset management
3375,duxton asset management,0.8444444444444444,,Duxton Asset Management,duxton asset management
3376,tikehau capital,1.0,tikehau capital,Tikehau Capital,tikehau capital
3377,alda asset management,0.9523809523809523,anda asset management,Alda Asset Management,alda asset management
3378,gunn agri partners,1.0,gunn agri partners,Gunn Agri Partners,gunn agri partners
3379,agc equity partners-,0.8717948717948718,,AGC Equity Partners-,agc equity partners-
3380,schelcher prince gestion,1.0,schelcher prince gestion,Schelcher Prince Gestion,schelcher prince gestion
3381,encourage capital,0.8947368421052632,,Encourage Capital,encourage capital
3382,orange life,0.5517241379310345,,Orange Life,orange life
3383,jamestown,0.8571428571428571,,Jamestown,jamestown
3384,gls bank,0.75,,GLS Bank,gls bank
3385,swire properties,0.6190476190476191,,Swire Properties,swire properties
3386,causeway capital partners,0.8260869565217391,,Causeway Capital Partners,causeway capital partners
3387,welltower,0.47058823529411764,,Welltower,welltower
3388,welltower,0.47058823529411764,,Welltower,welltower
3389,mvunonala asset managers,0.7272727272727273,,Mvunonala Asset Managers,mvunonala asset managers
3390,intesa sanpaolo vita,0.55,,Intesa Sanpaolo Vita,intesa sanpaolo vita
3391,veritas institutional gmbh,1.0,veritas institutional gmbh,Veritas Institutional GmbH,veritas institutional gmbh
3392,shelter investment management,0.8771929824561403,,ShelteR Investment Management,shelter investment management
3393,fokus asset management a/s,0.8260869565217391,,Fokus Asset Management A/S,fokus asset management a/s
3394,berkeley partners,0.8947368421052632,,Berkeley Partners,berkeley partners
3395,summa equity,1.0,summa equity,Summa Equity,summa equity
3396,tnp group,0.7777777777777778,,TNP Group,tnp group
3397,point72 asset management,0.8888888888888888,,Point72 Asset Management,point72 asset management
3398,tüv süd pension trust,0.6538461538461539,,Tüv Süd Pension Trust,tüv süd pension trust
3399,deutsche asset management,0.8571428571428571,,Deutsche Asset Management,deutsche asset management
3400,lighthouse infrastructure management,0.75,,Lighthouse Infrastructure Management,lighthouse infrastructure management
3401,hudson pacific properties,0.5957446808510638,,Hudson Pacific Properties,hudson pacific properties
3402,apex capital,0.8461538461538461,,Apex Capital,apex capital
3403,caldera pacific,0.5405405405405406,,Caldera Pacific,caldera pacific
3404,sekisui house,0.48484848484848486,,Sekisui House,sekisui house
3405,dnb asa,0.6,,DNB ASA,dnb asa
3406,washington real estate investment trust,0.651685393258427,,Washington Real Estate Investment Trust,washington real estate investment trust
3407,landsec,0.631578947368421,,Landsec,landsec
3408,trilogy global advisors,0.68,,Trilogy Global Advisors,trilogy global advisors
3409,mtip,0.7272727272727273,,MTIP,mtip
3410,convent capital,0.8571428571428571,,Convent Capital,convent capital
3411,tecta invest,0.7272727272727273,,Tecta Invest,tecta invest
3412,sky 9 capital,0.75,,Sky 9 Capital,sky 9 capital
3413,transasia private capital,0.6666666666666666,,TransAsia Private Capital,transasia private capital
3414,ithmar capital,1.0,ithmar capital,Ithmar Capital,ithmar capital
3415,sustainable income capital management,0.88,,Sustainable Income Capital Management,sustainable income capital management
3416,mitsubishi corp ubs realty,0.8666666666666667,,Mitsubishi Corp UBS Realty,mitsubishi corp ubs realty
3417,vpv versicherungsgruppe,0.6086956521739131,,VPV Versicherungsgruppe,vpv versicherungsgruppe
3418,etho capital,1.0,etho capital,Etho Capital,etho capital
3419,milford asset management,0.8695652173913043,,Milford Asset Management,milford asset management
3420,pimco,1.0,pimco,PIMCO,pimco
3421,investment management corporation of ontario,0.7764705882352941,,Investment Management Corporation of Ontario,investment management corporation of ontario
3422,hibernia reit,0.6363636363636364,,Hibernia REIT,hibernia reit
3423,composite capital management,0.8421052631578947,,Composite Capital Management,composite capital management
3424,rockefeller philanthropy advisors,0.5862068965517241,,Rockefeller Philanthropy Advisors,rockefeller philanthropy advisors
3425,torq capital management,0.9166666666666666,,Torq Capital Management,torq capital management
3426,torq capital management,0.9166666666666666,,Torq Capital Management,torq capital management
3427,galliard capital management,0.9,,Galliard Capital Management,galliard capital management
3428,irc retail centers,0.5882352941176471,,IRC Retail Centers,irc retail centers
3429,rgreen invest,1.0,rgreen invest,RGREEN INVEST,rgreen invest
3430,area one farms,1.0,area one farms,Area One Farms,area one farms
3431,loreto mutua,0.75,,Loreto Mutua,loreto mutua
3432,cbus property,0.625,,Cbus Property,cbus property
3433,milestone investisseurs,1.0,milestone investisseurs,Milestone Investisseurs,milestone investisseurs
3434,"inherent group, llc",0.7346938775510204,,"Inherent Group, LLC","inherent group, llc"
3435,emk capital,0.8571428571428571,,EMK Capital,emk capital
3436,quinbrook infrastructure partners,1.0,quinbrook infrastructure partners,Quinbrook Infrastructure Partners,quinbrook infrastructure partners
3437,parnassus investments,1.0,parnassus investments,Parnassus Investments,parnassus investments
3438,gore street capital,0.7647058823529411,,Gore Street Capital,gore street capital
3439,drakens capital,1.0,drakens capital,Drakens Capital,drakens capital
3440,alcora global,0.6896551724137931,,Alcora Global,alcora global
3441,keppel reit,0.6,,Keppel REIT,keppel reit
3442,apera asset management,0.9047619047619048,,Apera Asset Management,apera asset management
3443,exponent vc,0.5,,Exponent VC,exponent vc
3444,th real estate,0.8,,TH Real Estate,th real estate
3445,ibionext,1.0,ibionext,iBionext,ibionext
3446,summit africa,0.64,,SUMMIT Africa,summit africa
3447,investerum,0.631578947368421,,Investerum,investerum
3448,investerum,0.631578947368421,,Investerum,investerum
3449,octopus investments,0.8108108108108109,,Octopus Investments,octopus investments
3450,ainda,0.6666666666666666,,Ainda,ainda
3451,ainda,0.6666666666666666,,Ainda,ainda
3452,ainda,0.6666666666666666,,Ainda,ainda
3453,global innovation fund,0.631578947368421,,Global Innovation Fund,global innovation fund
3454,united nations capital development fund,0.6923076923076923,,United Nations Capital Development Fund,united nations capital development fund
3455,dutch mortgage funding company,0.5833333333333334,,Dutch Mortgage Funding Company,dutch mortgage funding company
3456,olim investment managers,0.8627450980392157,,OLIM Investment Managers,olim investment managers
3457,kadensa capital,0.8571428571428571,,Kadensa Capital,kadensa capital
3458,agriculture capital,0.7272727272727273,,Agriculture Capital,agriculture capital
3459,london civ,0.5833333333333334,,London CIV,london civ
3460,karara capital,1.0,karara capital,Karara Capital,karara capital
3461,the city of pontiac police and fire retiree benefit fund,0.5454545454545454,,The City of Pontiac Police and Fire Retiree Benefit Fund,the city of pontiac police and fire retiree benefit fund
3462,ksw vermögensverwaltung,0.5531914893617021,,KSW Vermögensverwaltung,ksw vermögensverwaltung
3463,hang lung properties,0.5416666666666666,,Hang Lung Properties,hang lung properties
3464,alpinum investment management,0.8666666666666667,,Alpinum Investment Management,alpinum investment management
3465,siemens real estate,0.8108108108108109,,Siemens Real Estate,siemens real estate
3466,ckd infraestructura méxico,0.6530612244897959,,CKD Infraestructura México,ckd infraestructura méxico
3467,grupo lacan,0.6666666666666666,,Grupo Lacan,grupo lacan
3468,b & capital,1.0,b & capital,B & Capital,b & capital
3469,gw&k investment management,0.9122807017543859,,GW&K Investment Management,gw&k investment management
3470,delta capital myanmar,0.6976744186046512,,Delta Capital Myanmar,delta capital myanmar
3471,trinity wall street endowment,0.5614035087719298,,Trinity Wall Street Endowment,trinity wall street endowment
3472,occulus,0.5454545454545454,,Occulus,occulus
3473,epiphron,0.5555555555555556,,Epiphron,epiphron
3474,asper investment management,0.8928571428571429,,Asper Investment Management,asper investment management
3475,princeville capital,0.7272727272727273,,Princeville Capital,princeville capital
3476,princeville capital,0.7272727272727273,,Princeville Capital,princeville capital
3477,ahl venture partners,0.8421052631578947,,AHL Venture Partners,ahl venture partners
3478,tvm capital healthcare,0.8301886792452831,,TVM Capital Healthcare,tvm capital healthcare
3479,galiena capital,1.0,galiena capital,Galiena Capital,galiena capital
3480,limevest partners,0.8235294117647058,,LimeVest Partners,limevest partners
3481,esr cayman limited,0.7027027027027027,,ESR Cayman Limited,esr cayman limited
3482,active ownership capital,0.8292682926829268,,Active Ownership Capital,active ownership capital
3483,devario invest,0.72,,Devario Invest,devario invest
3484,devario invest,0.72,,Devario Invest,devario invest
3485,formuepleje,1.0,formuepleje,Formuepleje,formuepleje
3486,investo,0.75,,Investo,investo
3487,investo,0.75,,Investo,investo
3488,systemiq,0.5333333333333333,,SystemiQ,systemiq
3489,findlay park partners llp,0.7619047619047619,,Findlay Park Partners LLP,findlay park partners llp
3490,red mountain capital partners,0.8214285714285714,,Red Mountain Capital Partners,red mountain capital partners
3491,sharpe alpha capital,0.717948717948718,,Sharpe Alpha Capital,sharpe alpha capital
3492,impress capital,0.7857142857142857,,Impress Capital,impress capital
3493,impress capital,0.7857142857142857,,Impress Capital,impress capital
3494,future matters,1.0,future matters,Future Matters,future matters
3495,odyssey private equity,1.0,odyssey private equity,Odyssey Private Equity,odyssey private equity
3496,oldfield partners,0.8947368421052632,,Oldfield Partners,oldfield partners
3497,metori capital management,1.0,metori capital management,Metori Capital Management,metori capital management
3498,pg impact investments,0.8260869565217391,,PG Impact Investments,pg impact investments
3499,fondapi,0.6,,Fondapi,fondapi
3500,anatole investment management,0.896551724137931,,Anatole Investment Management,anatole investment management
3501,nexus point,0.5833333333333334,,Nexus Point,nexus point
3502,nexus point,0.5833333333333334,,Nexus Point,nexus point
3503,harris associates,0.7567567567567568,,Harris Associates,harris associates
3504,bancoposta fondi,0.5806451612903226,,BancoPosta Fondi,bancoposta fondi
3505,cassa di risparmio di bolzano,0.47058823529411764,,Cassa di Risparmio di Bolzano,cassa di risparmio di bolzano
3506,vanhau asset management,0.9090909090909091,,Vanhau Asset Management,vanhau asset management
3507,fengate capital management,0.8627450980392157,,Fengate Capital Management,fengate capital management
3508,local pensions partnership,1.0,local pensions partnership,Local Pensions Partnership,local pensions partnership
3509,belle michigan fund,0.5365853658536586,,BELLE Michigan Fund,belle michigan fund
