,preqin,score,unpri match,Firm Name,preqin_clean
0,private advisors,0.8648648648648649,,Private Advisors,private advisors
1,tkp investments,0.8387096774193549,,TKP Investments,tkp investments
2,access capital partners,1.0,access capital partners,Access Capital Partners,access capital partners
3,adams street partners,0.9130434782608695,,Adams Street Partners,adams street partners
4,schroder adveq,0.6956521739130435,,Schroder Adveq,schroder adveq
5,pinebridge investments,1.0,pinebridge investments,PineBridge Investments,pinebridge investments
6,arsenal capital partners,0.8888888888888888,,Arsenal Capital Partners,arsenal capital partners
7,ardian,1.0,ardian,Ardian,ardian
8,bain capital,0.9166666666666666,,Bain Capital,bain capital
9,vontobel private equity,0.8292682926829268,,Vontobel Private Equity,vontobel private equity
10,coller capital,1.0,coller capital,Coller Capital,coller capital
11,gcm grosvenor,1.0,gcm grosvenor,GCM Grosvenor,gcm grosvenor
12,danske private equity,0.8372093023255814,,Danske Private Equity,danske private equity
13,goldman sachs aims private equity,0.7169811320754716,,Goldman Sachs AIMS Private Equity,goldman sachs aims private equity
14,greenpark capital,0.8235294117647058,,Greenpark Capital,greenpark capital
15,greenpark capital,0.8235294117647058,,Greenpark Capital,greenpark capital
16,hamilton lane,1.0,hamilton lane,Hamilton Lane,hamilton lane
17,harbourvest partners,0.8888888888888888,,HarbourVest Partners,harbourvest partners
18,henderson equity partners,0.8085106382978723,,Henderson Equity Partners,henderson equity partners
19,horsley bridge partners,0.6341463414634146,,Horsley Bridge Partners,horsley bridge partners
20,invesco private capital,0.7027027027027027,,Invesco Private Capital,invesco private capital
21,invesco private capital,0.7027027027027027,,Invesco Private Capital,invesco private capital
22,invesco private capital,0.7027027027027027,,Invesco Private Capital,invesco private capital
23,kkr,0.4444444444444444,,KKR,kkr
24,neuberger berman,0.7619047619047619,,Neuberger Berman,neuberger berman
25,lexington partners,0.8780487804878049,,Lexington Partners,lexington partners
26,lgt capital partners,0.9090909090909091,,LGT Capital Partners,lgt capital partners
27,green arrow capital,0.7777777777777778,,Green Arrow Capital,green arrow capital
28,green arrow capital,0.7777777777777778,,Green Arrow Capital,green arrow capital
29,blackrock private equity partners,0.8333333333333334,,BlackRock Private Equity Partners,blackrock private equity partners
30,goldpoint partners,0.7777777777777778,,GoldPoint Partners,goldpoint partners
31,nordea private equity,0.8372093023255814,,Nordea Private Equity,nordea private equity
32,pantheon,0.7058823529411765,,Pantheon,pantheon
33,pomona capital,0.8333333333333334,,Pomona Capital,pomona capital
34,aberdeen standard investments,1.0,aberdeen standard investments,Aberdeen Standard Investments,aberdeen standard investments
35,north sky capital,1.0,north sky capital,North Sky Capital,north sky capital
36,wilshire private markets,0.6190476190476191,,Wilshire Private Markets,wilshire private markets
37,akina,0.6666666666666666,,Akina,akina
38,acg capital,0.8695652173913043,,ACG Capital,acg capital
39,allianz capital partners,0.8936170212765957,,Allianz Capital Partners,allianz capital partners
40,mch private equity,0.8947368421052632,,MCH Private Equity,mch private equity
41,siemens financial services,0.8076923076923077,,Siemens Financial Services,siemens financial services
42,commonfund capital,0.7272727272727273,,Commonfund Capital,commonfund capital
43,commonfund capital,0.7272727272727273,,Commonfund Capital,commonfund capital
44,commonfund capital,0.7272727272727273,,Commonfund Capital,commonfund capital
45,idinvest partners,1.0,idinvest partners,Idinvest Partners,idinvest partners
46,bank gutmann group,0.6842105263157895,,Bank Gutmann Group,bank gutmann group
47,capvent,0.6153846153846154,,Capvent,capvent
48,fondinvest capital,1.0,fondinvest capital,Fondinvest Capital,fondinvest capital
49,golding capital partners,1.0,golding capital partners,Golding Capital Partners,golding capital partners
50,alpinvest partners,0.8780487804878049,,AlpInvest Partners,alpinvest partners
51,greenspring associates,0.6666666666666666,,Greenspring Associates,greenspring associates
52,partners group,0.9032258064516129,,Partners Group,partners group
53,robeco private equity,0.8205128205128205,,Robeco Private Equity,robeco private equity
54,robeco private equity,0.8205128205128205,,Robeco Private Equity,robeco private equity
55,cfh - sachsen lb corporate finance holding,0.5373134328358209,,CFH - Sachsen LB Corporate Finance Holding,cfh - sachsen lb corporate finance holding
56,seb asset management,0.926829268292683,,SEB Asset Management,seb asset management
57,unigestion,0.9,,Unigestion,unigestion
58,vencap international,0.8108108108108109,,VenCap International,vencap international
59,kensington,0.7368421052631579,,Kensington,kensington
60,hsbc germany,0.5555555555555556,,HSBC Germany,hsbc germany
61,infinity capital partners,0.8444444444444444,,Infinity Capital Partners,infinity capital partners
62,wealthcap kapitalverwaltungsgesellschaft,0.7586206896551724,,WealthCap Kapitalverwaltungsgesellschaft,wealthcap kapitalverwaltungsgesellschaft
63,wealthcap kapitalverwaltungsgesellschaft,0.7586206896551724,,WealthCap Kapitalverwaltungsgesellschaft ,wealthcap kapitalverwaltungsgesellschaft
64,kagiso tiso holdings,0.7,,Kagiso Tiso Holdings,kagiso tiso holdings
65,rcp advisors,0.72,,RCP Advisors,rcp advisors
66,vcm,0.4444444444444444,,VCM,vcm
67,vcm,0.4444444444444444,,VCM,vcm
68,vcm,0.4444444444444444,,VCM,vcm
69,vcm,0.4444444444444444,,VCM,vcm
70,atp private equity partners,0.9259259259259259,,ATP Private Equity Partners,atp private equity partners
71,747 capital,1.0,747 capital,747 Capital,747 capital
72,aa capital partners,0.9047619047619048,,AA Capital Partners,aa capital partners
73,pavilion alternatives group,0.5777777777777777,,Pavilion Alternatives Group,pavilion alternatives group
74,capital dynamics,1.0,capital dynamics,Capital Dynamics,capital dynamics
75,community development venture capital alliance,0.5925925925925926,,Community Development Venture Capital Alliance,community development venture capital alliance
76,dupont capital,0.8,,DuPont Capital,dupont capital
77,russell investment group,0.8372093023255814,,Russell Investment Group,russell investment group
78,shape capital,0.8275862068965517,,shaPE Capital,shape capital
79,qualitas equity funds,0.711864406779661,,Qualitas Equity Funds,qualitas equity funds
80,vintage investment partners,0.8571428571428571,,Vintage Investment Partners,vintage investment partners
81,vintage investment partners,0.8571428571428571,,Vintage Investment Partners,vintage investment partners
82,vintage investment partners,0.8571428571428571,,Vintage Investment Partners,vintage investment partners
83,avadis anlagestiftung,0.6,,Avadis Anlagestiftung,avadis anlagestiftung
84,storebrand asset management,1.0,storebrand asset management,Storebrand Asset Management,storebrand asset management
85,christian brothers investment services,0.926829268292683,,Christian Brothers Investment Services,christian brothers investment services
86,pggm,0.4444444444444444,,PGGM,pggm
87,pggm,0.4444444444444444,,PGGM,pggm
88,bankmuscat,0.6,,BankMuscat,bankmuscat
89,eq asset management,0.9230769230769231,,eQ Asset Management,eq asset management
90,eq asset management,0.9230769230769231,,eQ Asset Management,eq asset management
91,wespath benefits and investments,0.6557377049180327,,Wespath Benefits and Investments,wespath benefits and investments
92,barclays pension fund,0.7777777777777778,,Barclays Pension Fund,barclays pension fund
93,50 south capital advisors,0.7755102040816326,,50 South Capital Advisors,50 south capital advisors
94,vianova capital,0.896551724137931,,ViaNova Capital,vianova capital
95,vianova capital,0.896551724137931,,ViaNova Capital,vianova capital
96,british columbia investment management corporation,1.0,british columbia investment management corporation,British Columbia Investment Management Corporation,british columbia investment management corporation
97,absolute private equity,0.7804878048780488,,Absolute Private Equity,absolute private equity
98,absolute private equity,0.7804878048780488,,Absolute Private Equity,absolute private equity
99,generali investments,0.8571428571428571,,Generali Investments,generali investments
100,tesi,0.5714285714285714,,Tesi,tesi
101,svf,0.5714285714285714,,SVF,svf
102,svf,0.5714285714285714,,SVF,svf
103,taneo,0.5714285714285714,,TANEO,taneo
104,taneo,0.5714285714285714,,TANEO,taneo
105,aviva investors multi-manager,0.6923076923076923,,Aviva Investors Multi-Manager,aviva investors multi-manager
106,ubs multi-manager private equity and infrastructure,0.5681818181818182,,UBS Multi-Manager Private Equity and Infrastructure,ubs multi-manager private equity and infrastructure
107,nexus capital,0.8461538461538461,,Nexus Capital,nexus capital
108,nexus capital,0.8461538461538461,,Nexus Capital,nexus capital
109,franklin templeton real asset advisors,0.7058823529411765,,Franklin Templeton Real Asset Advisors,franklin templeton real asset advisors
110,ap alternative portfolio ag,0.631578947368421,,AP Alternative Portfolio AG,ap alternative portfolio ag
111,allianz global investors,1.0,allianz global investors,Allianz Global Investors,allianz global investors
112,alpha associates,0.9142857142857143,,Alpha Associates,alpha associates
113,ab (alliancebernstein),0.85,,AB (AllianceBernstein),ab (alliancebernstein)
114,northgate capital,0.7894736842105263,,Northgate Capital,northgate capital
115,bmo global asset management,1.0,bmo global asset management,BMO Global Asset Management,bmo global asset management
116,sanlam private equity,0.8292682926829268,,Sanlam Private Equity,sanlam private equity
117,swedfund,0.625,,Swedfund,swedfund
118,ostrum private equity,0.8372093023255814,,Ostrum Private Equity,ostrum private equity
119,brown advisory,1.0,brown advisory,Brown Advisory,brown advisory
120,quilvest private equity,0.7804878048780488,,Quilvest Private Equity,quilvest private equity
121,swiss investment fund for emerging markets (sifem),0.5952380952380952,,Swiss Investment Fund for Emerging Markets (SIFEM),swiss investment fund for emerging markets (sifem)
122,spf beheer,1.0,spf beheer,SPF Beheer,spf beheer
123,mercer private markets,0.7,,Mercer Private Markets,mercer private markets
124,keyhaven capital partners,0.8620689655172413,,Keyhaven Capital Partners,keyhaven capital partners
125,von braun & schreiber private equity partners,0.7222222222222222,,von Braun & Schreiber Private Equity Partners,von braun & schreiber private equity partners
126,aldus equity,0.75,,Aldus Equity,aldus equity
127,granville capital,0.75,,Granville Capital,granville capital
128,invesco real estate,0.8108108108108109,,Invesco Real Estate,invesco real estate
129,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
130,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
131,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
132,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
133,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
134,jasper ridge partners,0.6666666666666666,,Jasper Ridge Partners,jasper ridge partners
135,stefnir asset management,0.8636363636363636,,Stefnir Asset Management,stefnir asset management
136,stefnir asset management,0.8636363636363636,,Stefnir Asset Management,stefnir asset management
137,stefnir asset management,0.8636363636363636,,Stefnir Asset Management,stefnir asset management
138,acg private equity,0.85,,ACG Private Equity,acg private equity
139,deutsche finance group,1.0,deutsche finance group,Deutsche Finance Group,deutsche finance group
140,accolade partners,0.8125,,Accolade Partners,accolade partners
141,headway capital partners,0.851063829787234,,Headway Capital Partners,headway capital partners
142,danske bank,1.0,danske bank,Danske Bank,danske bank
143,dnb private equity,0.9444444444444444,fnb private equity,DNB Private Equity,dnb private equity
144,arcano capital,0.8571428571428571,,Arcano Capital,arcano capital
145,performance equity management,0.6944444444444444,,Performance Equity Management,performance equity management
146,aberdeen standard investments: property multi-manager division,0.6373626373626373,,Aberdeen Standard Investments: Property Multi-Manager Division,aberdeen standard investments: property multi-manager division
147,mandatum life insurance company,0.847457627118644,,Mandatum Life Insurance Company,mandatum life insurance company
148,venture investment associates,0.7142857142857143,,Venture Investment Associates,venture investment associates
149,public investment corporation,0.90625,,Public Investment Corporation,public investment corporation
150,acp investment group,0.8260869565217391,,ACP Investment Group,acp investment group
151,patrizia multi managers,0.625,,PATRIZIA Multi Managers,patrizia multi managers
152,stafford timberland,0.5909090909090909,,Stafford Timberland,stafford timberland
153,ing real estate investment management,0.8055555555555556,,ING Real Estate Investment Management,ing real estate investment management
154,ernst russ ag,0.6,,Ernst Russ AG,ernst russ ag
155,midcoast capital,0.7857142857142857,,MidCoast Capital,midcoast capital
156,metropolitan real estate equity management,0.7045454545454546,,Metropolitan Real Estate Equity Management,metropolitan real estate equity management
157,orthogonal partners,0.7619047619047619,,Orthogonal Partners,orthogonal partners
158,seligman private equity select,0.7017543859649122,,Seligman Private Equity Select,seligman private equity select
159,bnp paribas capital partners,0.84,,BNP Paribas Capital Partners,bnp paribas capital partners
160,swen capital partners,1.0,swen capital partners,SWEN Capital Partners,swen capital partners
161,dtz investors,1.0,dtz investors,DTZ Investors,dtz investors
162,monaco capital partners,0.8695652173913043,,Monaco Capital Partners,monaco capital partners
163,monaco capital partners,0.8695652173913043,,Monaco Capital Partners,monaco capital partners
164,cohen & steers capital management,0.7741935483870968,,Cohen & Steers Capital Management,cohen & steers capital management
165,newbury partners,1.0,newbury partners,Newbury Partners,newbury partners
166,axa investment managers - real assets,0.7666666666666667,,AXA Investment Managers - Real Assets,axa investment managers - real assets
167,op real estate asset management,0.8051948051948052,,OP Real Estate Asset Management,op real estate asset management
168,altan capital,0.8461538461538461,,Altan Capital,altan capital
169,santander private equity,0.782608695652174,,Santander Private Equity,santander private equity
170,meridiam,0.8,,Meridiam,meridiam
171,abs investment management,0.92,,ABS Investment Management,abs investment management
172,international asset management (iam),0.7246376811594203,,International Asset Management (IAM),international asset management (iam)
173,international asset management (iam),0.7246376811594203,,International Asset Management (IAM),international asset management (iam)
174,investcorp investment advisors,0.8070175438596491,,Investcorp Investment Advisors,investcorp investment advisors
175,aetos alternatives management,0.8771929824561403,,Aetos Alternatives Management,aetos alternatives management
176,syz asset management,0.9,,SYZ Asset Management,syz asset management
177,syz asset management,0.9,,SYZ Asset Management,syz asset management
178,aurum fund management ltd,0.9803921568627451,aurum fund management ltd.,Aurum Fund Management Ltd,aurum fund management ltd
179,top tier capital partners,0.8163265306122449,,Top Tier Capital Partners,top tier capital partners
180,abbey capital,0.8148148148148148,,Abbey Capital,abbey capital
181,abbey capital,0.8148148148148148,,Abbey Capital,abbey capital
182,axa investment managers,1.0,axa investment managers,AXA Investment Managers,axa investment managers
183,winston partners,0.8148148148148148,,Winston Partners,winston partners
184,credit suisse alternative funds solutions,0.5675675675675675,,Credit Suisse Alternative Funds Solutions,credit suisse alternative funds solutions
185,excalibur capital management,0.8518518518518519,,Excalibur Capital Management,excalibur capital management
186,entrust global,0.6666666666666666,,EnTrust Global,entrust global
187,hsbc alternative investments,0.8421052631578947,,HSBC Alternative Investments,hsbc alternative investments
188,man frm,0.625,,Man FRM,man frm
189,k2 advisors,0.6666666666666666,,K2 Advisors,k2 advisors
190,k2 advisors,0.6666666666666666,,K2 Advisors,k2 advisors
191,paamco prisma,0.5517241379310345,,PAAMCO Prisma,paamco prisma
192,goldman sachs asset management,0.8955223880597015,,Goldman Sachs Asset Management,goldman sachs asset management
193,edmond de rothschild capital holdings,0.6666666666666666,,Edmond de Rothschild Capital Holdings,edmond de rothschild capital holdings
194,lighthouse partners,0.7027027027027027,,Lighthouse Partners,lighthouse partners
195,morgan stanley investment management,1.0,morgan stanley investment management,Morgan Stanley Investment Management,morgan stanley investment management
196,nomura asset management,0.875,,Nomura Asset Management,nomura asset management
197,blackrock alternative advisors,0.7333333333333333,,BlackRock Alternative Advisors,blackrock alternative advisors
198,notz stucki group,0.625,,Notz Stucki Group,notz stucki group
199,avenue capital group,0.7878787878787878,,Avenue Capital Group,avenue capital group
200,optima fund management,0.8444444444444444,,Optima Fund Management,optima fund management
201,sandalwood securities,0.6486486486486487,,Sandalwood Securities,sandalwood securities
202,silver creek capital management,1.0,silver creek capital management,Silver Creek Capital Management,silver creek capital management
203,sire management,0.7647058823529411,,Sire Management,sire management
204,ubp alternative investments,0.8571428571428571,,UBP Alternative Investments,ubp alternative investments
205,endurance asset management,0.851063829787234,,Endurance Asset Management,endurance asset management
206,rock creek group,1.0,rock creek group,Rock Creek Group,rock creek group
207,pentium fund,0.6666666666666666,,Pentium Fund,pentium fund
208,dunedin enterprise investment trust,0.631578947368421,,Dunedin Enterprise Investment Trust,dunedin enterprise investment trust
209,cbre global investment partners,0.8301886792452831,,CBRE Global Investment Partners,cbre global investment partners
210,j.p. morgan alternative asset management,0.8235294117647058,,J.P. Morgan Alternative Asset Management,j.p. morgan alternative asset management
211,svg capital,0.8181818181818182,,SVG Capital,svg capital
212,commonfund hedge fund strategies group,0.5,,Commonfund Hedge Fund Strategies Group,commonfund hedge fund strategies group
213,dea capital alternative funds,0.6792452830188679,,DEA Capital Alternative Funds,dea capital alternative funds
214,lumx asset management,0.8837209302325582,,LumX Asset Management,lumx asset management
215,lumx asset management,0.8837209302325582,,LumX Asset Management,lumx asset management
216,4ip management,0.7857142857142857,,4IP Management,4ip management
217,gam,0.75,,GAM,gam
218,benchmark plus management,0.6938775510204082,,Benchmark Plus Management,benchmark plus management
219,benchmark plus management,0.6938775510204082,,Benchmark Plus Management,benchmark plus management
220,momentum alternative investments,0.8524590163934426,,Momentum Alternative Investments,momentum alternative investments
221,naxs ab,0.7142857142857143,,NAXS AB,naxs ab
222,fulcrum asset management,0.9230769230769231,,Fulcrum Asset Management,fulcrum asset management
223,stenham asset management,0.8636363636363636,,Stenham Asset Management,stenham asset management
224,oddo bhf asset management,0.8444444444444444,,ODDO BHF Asset Management,oddo bhf asset management
225,standard life private equity trust,0.6885245901639344,,Standard Life Private Equity Trust,standard life private equity trust
226,pareto,0.6153846153846154,,Pareto,pareto
227,pareto,0.6153846153846154,,Pareto,pareto
228,norgesinvestor,0.6666666666666666,,NorgesInvestor,norgesinvestor
229,rothschild asset management,1.0,rothschild asset management,Rothschild Asset Management,rothschild asset management
230,bay hills capital,0.7586206896551724,,Bay Hills Capital,bay hills capital
231,hauser private equity,0.8292682926829268,,Hauser Private Equity,hauser private equity
232,hauser private equity,0.8292682926829268,,Hauser Private Equity,hauser private equity
233,sumitomo mitsui ds asset management,0.9315068493150684,sumitomo mitsui trust asset management,Sumitomo Mitsui DS Asset Management,sumitomo mitsui ds asset management
234,corbin capital partners,0.851063829787234,,Corbin Capital Partners,corbin capital partners
235,bluerock fund advisor,0.6857142857142857,,Bluerock Fund Advisor,bluerock fund advisor
236,scandinavian private equity partners,0.8253968253968254,,Scandinavian Private Equity Partners,scandinavian private equity partners
237,dynexcorp,0.5,,DynexCorp,dynexcorp
238,bnp paribas asset management,1.0,bnp paribas asset management,BNP Paribas Asset Management,bnp paribas asset management
239,dorchester capital advisors,0.7450980392156863,,Dorchester Capital Advisors,dorchester capital advisors
240,ubs hedge fund solutions,0.6,,UBS Hedge Fund Solutions,ubs hedge fund solutions
241,antarctica asset management,0.8627450980392157,,Antarctica Asset Management,antarctica asset management
242,stepstone,0.6666666666666666,,StepStone,stepstone
243,stepstone,0.6666666666666666,,StepStone,stepstone
244,valartis group,0.6956521739130435,,Valartis Group,valartis group
245,bt financial group,1.0,bt financial group,BT Financial Group,bt financial group
246,lothbury investment management,0.8852459016393442,,Lothbury Investment Management,lothbury investment management
247,centerbridge capital partners,0.8148148148148148,,Centerbridge Capital Partners,centerbridge capital partners
248,centerbridge capital partners,0.8148148148148148,,Centerbridge Capital Partners,centerbridge capital partners
249,hirtle callaghan,0.5294117647058824,,Hirtle Callaghan,hirtle callaghan
250,siparex proximité innovation,0.5384615384615384,,Siparex Proximité Innovation,siparex proximité innovation
251,pohjola private equity funds,0.7083333333333334,,Pohjola Private Equity Funds,pohjola private equity funds
252,europanel research & alternative asset management,0.7,,Europanel Research & Alternative Asset Management,europanel research & alternative asset management
253,euro private equity,0.8717948717948718,,Euro Private Equity,euro private equity
254,swedbank robur,1.0,swedbank robur,Swedbank Robur,swedbank robur
255,lanx management,0.8275862068965517,,Lanx Management,lanx management
256,capital innovations infrastructure partners,0.8055555555555556,,Capital Innovations Infrastructure Partners,capital innovations infrastructure partners
257,wölbern private equity,0.8,,Wölbern Private Equity,wölbern private equity
258,contrium emission,0.6,,Contrium Emission,contrium emission
259,pinnacle asset management,0.875,,Pinnacle Asset Management,pinnacle asset management
260,absolute return partners,0.7142857142857143,,Absolute Return Partners,absolute return partners
261,eagle's view capital management,0.8,,Eagle's View Capital Management,eagle's view capital management
262,eagle's view capital management,0.8,,Eagle's View Capital Management,eagle's view capital management
263,the national investor,0.6896551724137931,,The National Investor,the national investor
264,lfpe,0.5714285714285714,,LFPE,lfpe
265,lfpe,0.5714285714285714,,LFPE,lfpe
266,alantra reim,0.5833333333333334,,Alantra REIM,alantra reim
267,agasti holding,0.7142857142857143,,Agasti Holding,agasti holding
268,db private equity,0.9142857142857143,,DB Private Equity,db private equity
269,kairos partners,0.8148148148148148,,Kairos Partners,kairos partners
270,global alpha capital management,1.0,global alpha capital management,Global Alpha Capital Management,global alpha capital management
271,kbc asset management,0.9302325581395349,kbc asset management nv,KBC Asset Management,kbc asset management
272,profimex,0.5333333333333333,,Profimex,profimex
273,profimex,0.5333333333333333,,Profimex,profimex
274,syntrus achmea vastgoed,0.59375,,Syntrus Achmea Vastgoed,syntrus achmea vastgoed
275,fpe capital,0.8571428571428571,,FPE Capital,fpe capital
276,morgan stanley alternative investment partners,0.7088607594936709,,Morgan Stanley Alternative Investment Partners,morgan stanley alternative investment partners
277,new amsterdam partners,1.0,new amsterdam partners,New Amsterdam Partners,new amsterdam partners
278,lombard odier darier hentsch & cie,0.5531914893617021,,Lombard Odier Darier Hentsch & Cie,lombard odier darier hentsch & cie
279,crystal capital partners,0.8333333333333334,,Crystal Capital Partners,crystal capital partners
280,hollyport capital,0.7741935483870968,,Hollyport Capital,hollyport capital
281,new legacy capital,0.7741935483870968,,New Legacy Capital,new legacy capital
282,mirabaud,1.0,mirabaud,Mirabaud,mirabaud
283,wafra investment advisory group,0.7636363636363637,,Wafra Investment Advisory Group,wafra investment advisory group
284,titan advisors,0.7096774193548387,,Titan Advisors,titan advisors
285,omniquest capital,0.8666666666666667,,OmniQuest Capital,omniquest capital
286,townsend group,0.6956521739130435,,Townsend Group,townsend group
287,efg asset management,1.0,efg asset management,EFG Asset Management,efg asset management
288,newalpha asset management,1.0,newalpha asset management,NewAlpha Asset Management,newalpha asset management
289,balter capital management,0.8936170212765957,,Balter Capital Management,balter capital management
290,balter capital management,0.8936170212765957,,Balter Capital Management,balter capital management
291,ignis asset management,0.8888888888888888,,Ignis Asset Management,ignis asset management
292,wall street access asset management,0.7741935483870968,,Wall Street Access Asset Management,wall street access asset management
293,icg enterprise trust,0.5714285714285714,,ICG Enterprise Trust,icg enterprise trust
294,athena capital advisors,0.8085106382978723,,Athena Capital Advisors,athena capital advisors
295,57 stars,0.5,,57 Stars,57 stars
296,strategic partners fund solutions,0.5964912280701754,,Strategic Partners Fund Solutions,strategic partners fund solutions
297,rpm risk & portfolio management,0.8,,RPM Risk & Portfolio Management,rpm risk & portfolio management
298,lyxor asset management,1.0,lyxor asset management,Lyxor Asset Management,lyxor asset management
299,prescient wealth management,0.8148148148148148,,Prescient Wealth Management,prescient wealth management
300,irvington capital,0.7586206896551724,,Irvington Capital,irvington capital
301,parvilla,0.5714285714285714,,Parvilla,parvilla
302,parvilla,0.5714285714285714,,Parvilla,parvilla
303,oddo bhf,0.5,,Oddo BHF,oddo bhf
304,optimized portfolio management,0.9230769230769231,,Optimized Portfolio Management,optimized portfolio management
305,lyrique,0.5,,Lyrique,lyrique
306,federal finance,1.0,federal finance,Federal Finance,federal finance
307,baillie gifford,1.0,baillie gifford,Baillie Gifford,baillie gifford
308,db private equity gmbh,0.8,,DB Private Equity GmbH,db private equity gmbh
309,ayaltis,0.6666666666666666,,Ayaltis,ayaltis
310,impact community capital,0.631578947368421,,Impact Community Capital,impact community capital
311,impact community capital,0.631578947368421,,Impact Community Capital,impact community capital
312,aberdeen asset management,0.851063829787234,,Aberdeen Asset Management,aberdeen asset management
313,franklin park,0.5333333333333333,,Franklin Park,franklin park
314,renaissance venture capital partners,0.7333333333333333,,Renaissance Venture Capital Partners,renaissance venture capital partners
315,sei investments,0.9333333333333333,nei investments,SEI Investments,sei investments
316,segall bryant & hamill,0.8979591836734694,,Segall Bryant & Hamill,segall bryant & hamill
317,clearsight investments,0.8444444444444444,,Clearsight Investments,clearsight investments
318,european investment bank,0.7111111111111111,,European Investment Bank,european investment bank
319,israel secondary fund,0.5945945945945946,,Israel Secondary Fund,israel secondary fund
320,bpe fund investors,0.7096774193548387,,BPE Fund Investors,bpe fund investors
321,bpe fund investors,0.7096774193548387,,BPE Fund Investors,bpe fund investors
322,ifc asset management company,0.8333333333333334,,IFC Asset Management Company,ifc asset management company
323,stafford capital partners,1.0,stafford capital partners,Stafford Capital Partners,stafford capital partners
324,putnam investments,0.8780487804878049,,Putnam Investments,putnam investments
325,ac investment management,0.9230769230769231,,AC Investment Management,ac investment management
326,british business bank,0.5789473684210527,,British Business Bank,british business bank
327,rosebrook capital partners,0.9056603773584906,,Rosebrook Capital Partners,rosebrook capital partners
328,csa verwaltungs gmbh,0.55,,CSA Verwaltungs GmbH,csa verwaltungs gmbh
329,indecap,1.0,indecap,Indecap,indecap
330,handelsbanken,0.8,,Handelsbanken,handelsbanken
331,quilvest real estate,0.7894736842105263,,Quilvest Real Estate,quilvest real estate
332,stride capital group,0.7878787878787878,,Stride Capital Group,stride capital group
333,agc equity partners,0.8947368421052632,,AGC Equity Partners,agc equity partners
334,fqs capital partners,0.95,fsn capital partners,FQS Capital Partners,fqs capital partners
335,mb family advisors,0.6666666666666666,,MB Family Advisors,mb family advisors
336,state street global advisors,0.8888888888888888,,State Street Global Advisors,state street global advisors
337,bostwick capital,0.7333333333333333,,Bostwick Capital,bostwick capital
338,bostwick capital,0.7333333333333333,,Bostwick Capital,bostwick capital
339,kempen capital management,0.9433962264150944,kempen capital management nv,Kempen Capital Management,kempen capital management
340,alternative investment group,0.8148148148148148,,Alternative Investment Group,alternative investment group
341,immofinre group,0.6666666666666666,,ImmoFinRe Group,immofinre group
342,immofinre group,0.6666666666666666,,ImmoFinRe Group,immofinre group
343,immofinre group,0.6666666666666666,,ImmoFinRe Group,immofinre group
344,immofinre group,0.6666666666666666,,ImmoFinRe Group,immofinre group
345,core capital management,0.8936170212765957,,Core Capital Management,core capital management
346,masdar capital,0.8,,Masdar Capital,masdar capital
347,masdar capital,0.8,,Masdar Capital,masdar capital
348,sarona asset management,1.0,sarona asset management,Sarona Asset Management,sarona asset management
349,desjardins global asset management,0.9855072463768116,desjardins global assets management,Desjardins Global Asset Management,desjardins global asset management
350,bcv asset management,0.9,,BCV Asset Management,bcv asset management
351,bcv asset management,0.9,,BCV Asset Management,bcv asset management
352,bcv asset management,0.9,,BCV Asset Management,bcv asset management
353,bcv asset management,0.9,,BCV Asset Management,bcv asset management
354,prelude capital,0.7857142857142857,,Prelude Capital,prelude capital
355,calvert research and management,1.0,calvert research and management,Calvert Research and Management,calvert research and management
356,tages capital,0.88,,Tages Capital,tages capital
357,hilltop fund management,0.8260869565217391,,Hilltop Fund Management,hilltop fund management
358,kedge capital,0.8571428571428571,,Kedge Capital,kedge capital
359,all seasons capital management,0.8275862068965517,,All Seasons Capital Management,all seasons capital management
360,caixagest,0.625,,Caixagest,caixagest
361,edmond de rothschild investment managers,0.7164179104477612,,Edmond de Rothschild Investment Managers,edmond de rothschild investment managers
362,greenlake capital,0.8823529411764706,,Greenlake Capital,greenlake capital
363,ci investments,0.896551724137931,,CI Investments,ci investments
364,bouwinvest,1.0,bouwinvest,Bouwinvest,bouwinvest
365,casteel capital,0.8148148148148148,,Casteel Capital,casteel capital
366,robusta asset management,0.8888888888888888,,Robusta Asset Management,robusta asset management
367,old mutual alternative investments,0.8253968253968254,,Old Mutual Alternative Investments,old mutual alternative investments
368,stonehage fleming,0.4864864864864865,,Stonehage Fleming,stonehage fleming
369,committed advisors,1.0,committed advisors,Committed Advisors,committed advisors
370,deka investment,0.8666666666666667,,Deka Investment,deka investment
371,manulife investment management,0.8727272727272727,,Manulife Investment Management,manulife investment management
372,alternative equity partners,0.8085106382978723,,Alternative Equity Partners,alternative equity partners
373,gll investors,0.7878787878787878,,GLL Investors,gll investors
374,partners group private equity performance holding,0.6086956521739131,,Partners Group Private Equity Performance Holding,partners group private equity performance holding
375,castle private equity,0.8292682926829268,,Castle Private Equity,castle private equity
376,nb private equity partners,0.9230769230769231,,NB Private Equity Partners,nb private equity partners
377,fondo italiano d'investimento,0.6808510638297872,,Fondo Italiano d'Investimento,fondo italiano d'investimento
